"Index" "ESK.Open" "ESK.High" "ESK.Low" "ESK.Close" "ESK.Volume" "ESK.Adjusted"
2014-11-03 0.36 0.36 0.36 0.36 0 0.348
2014-11-04 0.36 0.36 0.36 0.36 0 0.348
2014-11-05 0.36 0.36 0.36 0.36 0 0.348
2014-11-06 0.36 0.36 0.36 0.36 0 0.348
2014-11-07 0.36 0.36 0.36 0.36 0 0.348
2014-11-10 0.36 0.36 0.36 0.36 0 0.348
2014-11-11 0.36 0.36 0.36 0.36 0 0.348
2014-11-12 0.36 0.36 0.36 0.36 0 0.348
2014-11-13 0.36 0.36 0.36 0.36 0 0.348
2014-11-14 0.36 0.36 0.36 0.36 0 0.348
2014-11-17 0.36 0.36 0.36 0.36 0 0.348
2014-11-18 0.35 0.35 0.33 0.33 26500 0.319
2014-11-19 0.33 0.33 0.33 0.33 0 0.319
2014-11-20 0.33 0.33 0.33 0.33 2200 0.319
2014-11-21 0.33 0.33 0.33 0.33 0 0.319
2014-11-24 0.33 0.33 0.33 0.33 0 0.319
2014-11-25 0.33 0.33 0.33 0.33 0 0.319
2014-11-26 0.33 0.33 0.33 0.33 0 0.319
2014-11-27 0.33 0.33 0.33 0.33 0 0.319
2014-11-28 0.33 0.33 0.33 0.33 0 0.319
2014-12-01 0.33 0.33 0.33 0.33 0 0.319
2014-12-02 0.32 0.32 0.3 0.31 13000 0.3
2014-12-03 0.31 0.31 0.31 0.31 7400 0.3
2014-12-04 0.3 0.32 0.3 0.32 10000 0.31
2014-12-05 0.32 0.32 0.32 0.32 0 0.31
2014-12-08 0.32 0.32 0.32 0.32 0 0.31
2014-12-09 0.32 0.32 0.32 0.32 0 0.31
2014-12-10 0.32 0.32 0.32 0.32 0 0.31
2014-12-11 0.32 0.32 0.32 0.32 0 0.31
2014-12-12 0.32 0.32 0.31 0.32 3100 0.31
2014-12-15 0.32 0.32 0.32 0.32 0 0.31
2014-12-16 0.32 0.32 0.32 0.32 0 0.31
2014-12-17 0.32 0.32 0.32 0.32 0 0.31
2014-12-18 0.3 0.3 0.3 0.3 1000 0.29
2014-12-19 0.3 0.3 0.3 0.3 0 0.29
2014-12-22 0.3 0.3 0.3 0.3 0 0.29
2014-12-23 0.29 0.31 0.29 0.31 15200 0.3
2014-12-24 0.31 0.31 0.31 0.31 0 0.3
2014-12-25 0.31 0.31 0.31 0.31 0 0.3
2014-12-26 0.31 0.31 0.31 0.31 0 0.3
2014-12-29 0.31 0.31 0.31 0.31 0 0.3
2014-12-30 0.31 0.31 0.31 0.31 0 0.3
2014-12-31 0.31 0.31 0.31 0.31 0 0.3
2015-01-01 0.31 0.31 0.31 0.31 0 0.3
2015-01-02 0.31 0.31 0.31 0.31 0 0.3
2015-01-05 0.31 0.34 0.31 0.32 3000 0.31
2015-01-06 0.32 0.32 0.32 0.32 0 0.31
2015-01-07 0.3 0.3 0.29 0.29 15000 0.281
2015-01-08 0.29 0.29 0.29 0.29 0 0.281
2015-01-09 0.29 0.3 0.29 0.3 1500 0.29
2015-01-12 0.3 0.3 0.3 0.3 0 0.29
2015-01-13 0.3 0.31 0.3 0.31 13700 0.3
2015-01-14 0.31 0.31 0.31 0.31 0 0.3
2015-01-15 0.31 0.31 0.31 0.31 0 0.3
2015-01-16 0.31 0.31 0.31 0.31 0 0.3
2015-01-19 0.31 0.31 0.31 0.31 0 0.3
2015-01-20 0.31 0.31 0.31 0.31 0 0.3
2015-01-21 0.31 0.31 0.31 0.31 0 0.3
2015-01-22 0.31 0.33 0.31 0.33 6000 0.319
2015-01-23 0.3 0.3 0.3 0.3 4500 0.29
2015-01-26 0.3 0.3 0.3 0.3 0 0.29
2015-01-27 0.3 0.3 0.3 0.3 0 0.29
2015-01-28 0.3 0.3 0.3 0.3 0 0.29
2015-01-29 0.3 0.3 0.3 0.3 0 0.29
2015-01-30 0.3 0.31 0.3 0.31 5500 0.3
2015-02-02 0.31 0.32 0.31 0.32 14400 0.31
2015-02-03 0.32 0.32 0.32 0.32 0 0.31
2015-02-04 0.3 0.3 0.3 0.3 3100 0.29
2015-02-05 0.3 0.31 0.3 0.31 4300 0.3
2015-02-06 0.3 0.3 0.3 0.3 3500 0.29
2015-02-09 0.3 0.3 0.3 0.3 0 0.29
2015-02-10 0.3 0.3 0.3 0.3 0 0.29
2015-02-11 0.3 0.3 0.3 0.3 1100 0.29
2015-02-12 0.3 0.3 0.3 0.3 0 0.29
2015-02-13 0.3 0.3 0.3 0.3 4300 0.29
2015-02-16 0.3 0.3 0.3 0.3 5900 0.29
2015-02-17 0.3 0.3 0.3 0.3 0 0.29
2015-02-18 0.3 0.32 0.3 0.32 21100 0.31
2015-02-19 0.3 0.3 0.3 0.3 1600 0.29
2015-02-20 0.3 0.3 0.3 0.3 0 0.29
2015-02-23 0.3 0.3 0.3 0.3 0 0.29
2015-02-24 0.3 0.3 0.3 0.3 0 0.29
2015-02-25 0.29 0.29 0.29 0.29 3500 0.281
2015-02-26 0.29 0.29 0.29 0.29 0 0.281
2015-02-27 0.29 0.29 0.29 0.29 0 0.281
2015-03-02 0.3 0.3 0.3 0.3 2900 0.29
2015-03-03 0.3 0.3 0.3 0.3 0 0.29
2015-03-04 0.3 0.3 0.3 0.3 0 0.29
2015-03-05 0.3 0.3 0.3 0.3 0 0.29
2015-03-06 0.3 0.3 0.3 0.3 0 0.29
2015-03-09 0.3 0.3 0.3 0.3 800 0.29
2015-03-10 0.3 0.3 0.3 0.3 3000 0.29
2015-03-11 0.3 0.3 0.3 0.3 0 0.29
2015-03-12 0.3 0.3 0.3 0.3 0 0.29
2015-03-13 0.3 0.3 0.3 0.3 0 0.29
2015-03-16 0.3 0.3 0.3 0.3 0 0.29
2015-03-17 0.3 0.3 0.3 0.3 0 0.29
2015-03-18 0.3 0.3 0.3 0.3 0 0.29
2015-03-19 0.3 0.3 0.3 0.3 0 0.29
2015-03-20 0.3 0.33 0.3 0.33 11300 0.319
2015-03-23 0.33 0.33 0.33 0.33 0 0.319
2015-03-24 0.29 0.3 0.27 0.3 54500 0.29
2015-03-25 0.3 0.3 0.3 0.3 0 0.29
2015-03-26 0.3 0.3 0.3 0.3 3200 0.29
2015-03-27 0.3 0.3 0.3 0.3 0 0.29
2015-03-30 0.3 0.3 0.3 0.3 0 0.29
2015-03-31 0.3 0.3 0.29 0.29 200 0.281
2015-04-01 0.3 0.31 0.3 0.3 7100 0.29
2015-04-02 0.3 0.3 0.3 0.3 2500 0.29
2015-04-03 0.3 0.3 0.3 0.3 0 0.29
2015-04-06 0.3 0.3 0.3 0.3 0 0.29
2015-04-07 0.31 0.32 0.3 0.31 27000 0.3
2015-04-08 0.31 0.31 0.31 0.31 1000 0.3
2015-04-09 0.31 0.31 0.31 0.31 0 0.3
2015-04-10 0.31 0.31 0.31 0.31 0 0.3
2015-04-13 0.32 0.32 0.32 0.32 1000 0.31
2015-04-14 0.32 0.32 0.32 0.32 0 0.31
2015-04-15 0.32 0.32 0.32 0.32 0 0.31
2015-04-16 0.31 0.31 0.3 0.3 4300 0.29
2015-04-17 0.31 0.31 0.3 0.3 6000 0.29
2015-04-20 0.3 0.3 0.3 0.3 0 0.29
2015-04-21 0.3 0.3 0.3 0.3 6000 0.29
2015-04-22 0.3 0.3 0.3 0.3 0 0.29
2015-04-23 0.3 0.3 0.3 0.3 7000 0.29
2015-04-24 0.3 0.3 0.29 0.29 600 0.281
2015-04-27 0.29 0.29 0.29 0.29 0 0.281
2015-04-28 0.29 0.29 0.29 0.29 0 0.281
2015-04-29 0.29 0.29 0.29 0.29 0 0.281
2015-04-30 0.29 0.29 0.29 0.29 0 0.281
2015-05-01 0.29 0.29 0.29 0.29 0 0.281
2015-05-04 0.29 0.29 0.29 0.29 0 0.281
2015-05-05 0.29 0.29 0.29 0.29 0 0.281
2015-05-06 0.29 0.29 0.29 0.29 0 0.281
2015-05-07 0.29 0.29 0.29 0.29 0 0.281
2015-05-08 0.29 0.29 0.29 0.29 0 0.281
2015-05-11 0.29 0.29 0.29 0.29 0 0.281
2015-05-12 0.29 0.29 0.29 0.29 0 0.281
2015-05-13 0.29 0.29 0.29 0.29 0 0.281
2015-05-14 0.3 0.3 0.3 0.3 6300 0.29
2015-05-15 0.3 0.3 0.3 0.3 5600 0.29
2015-05-18 0.3 0.31 0.3 0.3 6600 0.29
2015-05-19 0.3 0.3 0.3 0.3 0 0.29
2015-05-20 0.3 0.3 0.3 0.3 8300 0.29
2015-05-21 0.3 0.3 0.3 0.3 0 0.29
2015-05-22 0.3 0.3 0.3 0.3 0 0.29
2015-05-25 0.3 0.3 0.3 0.3 0 0.29
2015-05-26 0.3 0.3 0.3 0.3 0 0.29
2015-05-27 0.3 0.3 0.3 0.3 0 0.29
2015-05-28 0.3 0.3 0.3 0.3 18000 0.29
2015-05-29 0.3 0.3 0.3 0.3 0 0.29
2015-06-01 0.3 0.31 0.3 0.31 4000 0.3
2015-06-02 0.31 0.31 0.31 0.31 0 0.3
2015-06-03 0.31 0.31 0.31 0.31 0 0.3
2015-06-04 0.31 0.31 0.31 0.31 0 0.3
2015-06-05 0.3 0.33 0.3 0.31 63000 0.3
2015-06-08 0.3 0.3 0.3 0.3 9500 0.29
2015-06-09 0.3 0.3 0.3 0.3 0 0.29
2015-06-10 0.3 0.3 0.3 0.3 0 0.29
2015-06-11 0.3 0.3 0.3 0.3 0 0.29
2015-06-12 0.3 0.3 0.3 0.3 0 0.29
2015-06-15 0.3 0.3 0.3 0.3 0 0.29
2015-06-16 0.3 0.3 0.3 0.3 0 0.29
2015-06-17 0.3 0.3 0.3 0.3 0 0.29
2015-06-18 0.3 0.3 0.3 0.3 0 0.29
2015-06-19 0.3 0.3 0.3 0.3 11500 0.29
2015-06-22 0.3 0.3 0.3 0.3 0 0.29
2015-06-23 0.3 0.3 0.3 0.3 0 0.29
2015-06-24 0.3 0.3 0.3 0.3 0 0.29
2015-06-25 0.3 0.3 0.3 0.3 0 0.29
2015-06-26 0.3 0.3 0.3 0.3 0 0.29
2015-06-29 0.3 0.3 0.3 0.3 0 0.29
2015-06-30 0.31 0.31 0.31 0.31 15100 0.3
2015-07-01 0.31 0.31 0.31 0.31 0 0.3
2015-07-02 0.31 0.31 0.31 0.31 0 0.3
2015-07-03 0.31 0.31 0.31 0.31 0 0.3
2015-07-06 0.31 0.31 0.31 0.31 100 0.3
2015-07-07 0.31 0.31 0.31 0.31 0 0.3
2015-07-08 0.31 0.31 0.31 0.31 0 0.31
2015-07-09 0.29 0.3 0.29 0.3 3500 0.3
2015-07-10 0.3 0.3 0.3 0.3 0 0.3
2015-07-13 0.3 0.3 0.3 0.3 0 0.3
2015-07-14 0.29 0.29 0.29 0.29 1000 0.29
2015-07-15 0.29 0.31 0.29 0.31 5500 0.31
2015-07-16 0.31 0.31 0.31 0.31 0 0.31
2015-07-17 0.31 0.31 0.31 0.31 19000 0.31
2015-07-20 0.31 0.31 0.31 0.31 0 0.31
2015-07-21 0.31 0.31 0.31 0.31 0 0.31
2015-07-22 0.31 0.31 0.31 0.31 0 0.31
2015-07-23 0.31 0.31 0.31 0.31 0 0.31
2015-07-24 0.32 0.32 0.32 0.32 4500 0.32
2015-07-27 0.32 0.32 0.32 0.32 0 0.32
2015-07-28 0.32 0.32 0.32 0.32 0 0.32
2015-07-29 0.32 0.32 0.32 0.32 0 0.32
2015-07-30 0.32 0.32 0.32 0.32 0 0.32
2015-07-31 0.32 0.32 0.32 0.32 0 0.32
2015-08-03 0.32 0.32 0.32 0.32 0 0.32
2015-08-04 0.32 0.33 0.32 0.33 6800 0.33
2015-08-05 0.33 0.33 0.33 0.33 0 0.33
2015-08-06 0.33 0.33 0.33 0.33 0 0.33
2015-08-07 0.33 0.33 0.32 0.33 2100 0.33
2015-08-10 0.33 0.33 0.33 0.33 1100 0.33
2015-08-11 0.33 0.33 0.33 0.33 0 0.33
2015-08-12 0.33 0.33 0.33 0.33 0 0.33
2015-08-13 0.33 0.33 0.33 0.33 0 0.33
2015-08-14 0.33 0.33 0.33 0.33 0 0.33
2015-08-17 0.33 0.33 0.33 0.33 0 0.33
2015-08-18 0.33 0.33 0.33 0.33 0 0.33
2015-08-19 0.33 0.33 0.33 0.33 0 0.33
2015-08-20 0.33 0.33 0.33 0.33 0 0.33
2015-08-21 0.33 0.33 0.33 0.33 0 0.33
2015-08-24 0.33 0.33 0.33 0.33 0 0.33
2015-08-25 0.33 0.33 0.33 0.33 0 0.33
2015-08-26 0.33 0.33 0.33 0.33 0 0.33
2015-08-27 0.33 0.33 0.33 0.33 0 0.33
2015-08-28 0.33 0.33 0.33 0.33 0 0.33
2015-08-31 0.33 0.33 0.33 0.33 0 0.33
2015-09-01 0.33 0.33 0.33 0.33 0 0.33
2015-09-02 0.33 0.33 0.33 0.33 0 0.33
2015-09-03 0.33 0.33 0.33 0.33 0 0.33
2015-09-04 0.32 0.32 0.32 0.32 2100 0.32
2015-09-07 0.32 0.32 0.32 0.32 0 0.32
2015-09-08 0.32 0.32 0.32 0.32 0 0.32
2015-09-09 0.32 0.32 0.32 0.32 0 0.32
2015-09-10 0.32 0.32 0.32 0.32 0 0.32
2015-09-11 0.32 0.32 0.32 0.32 0 0.32
2015-09-14 0.32 0.32 0.32 0.32 0 0.32
2015-09-15 0.32 0.32 0.32 0.32 0 0.32
2015-09-16 0.32 0.32 0.32 0.32 0 0.32
2015-09-17 0.33 0.33 0.33 0.33 300 0.33
2015-09-18 0.33 0.33 0.33 0.33 0 0.33
2015-09-21 0.32 0.33 0.32 0.33 2000 0.33
2015-09-22 0.33 0.33 0.33 0.33 0 0.33
2015-09-23 0.33 0.33 0.33 0.33 0 0.33
2015-09-24 0.33 0.33 0.33 0.33 0 0.33
2015-09-25 0.33 0.33 0.33 0.33 0 0.33
2015-09-28 0.33 0.33 0.33 0.33 0 0.33
2015-09-29 0.33 0.33 0.33 0.33 0 0.33
2015-09-30 0.33 0.33 0.33 0.33 0 0.33
2015-10-01 0.33 0.33 0.33 0.33 0 0.33
2015-10-02 0.3 0.3 0.29 0.29 2000 0.29
2015-10-05 0.29 0.29 0.29 0.29 0 0.29
2015-10-06 0.29 0.29 0.29 0.29 0 0.29
2015-10-07 0.29 0.3 0.29 0.3 2200 0.3
2015-10-08 0.3 0.3 0.3 0.3 0 0.3
2015-10-09 0.3 0.3 0.3 0.3 300 0.3
2015-10-12 0.3 0.3 0.3 0.3 300 0.3
2015-10-13 0.3 0.3 0.3 0.3 0 0.3
2015-10-14 0.3 0.3 0.3 0.3 0 0.3
2015-10-15 0.3 0.3 0.3 0.3 0 0.3
2015-10-16 0.31 0.32 0.31 0.32 1100 0.32
2015-10-19 0.32 0.32 0.32 0.32 0 0.32
2015-10-20 0.32 0.32 0.32 0.32 0 0.32
2015-10-21 0.32 0.32 0.32 0.32 0 0.32
2015-10-22 0.32 0.32 0.32 0.32 0 0.32
2015-10-23 0.32 0.32 0.32 0.32 0 0.32
2015-10-26 0.32 0.32 0.32 0.32 0 0.32
2015-10-27 0.32 0.32 0.32 0.32 0 0.32
2015-10-28 0.32 0.32 0.32 0.32 0 0.32
2015-10-29 0.31 0.31 0.31 0.31 2500 0.31
2015-10-30 0.32 0.32 0.31 0.31 11000 0.31
