"Index" "A47.Open" "A47.High" "A47.Low" "A47.Close" "A47.Volume" "A47.Adjusted"
2015-05-13 0.191 0.195 0.188 0.191 0 0.191
2015-05-14 0.194 0.209 0.193 0.209 0 0.209
2015-05-15 0.198 0.215 0.195 0.204 0 0.204
2015-05-18 0.193 0.199 0.19 0.195 0 0.195
2015-05-19 0.196 0.216 0.196 0.2 0 0.2
2015-05-20 0.204 0.213 0.202 0.208 0 0.208
2015-05-21 0.208 0.221 0.207 0.212 0 0.212
2015-05-22 0.207 0.237 0.206 0.228 0 0.228
2015-05-25 0.229 0.23 0.229 0.23 0 0.23
2015-05-26 0.229 0.23 0.216 0.224 0 0.224
2015-05-27 0.227 0.231 0.222 0.223 0 0.223
2015-05-28 0.211 0.221 0.211 0.216 0 0.216
2015-05-29 0.22 0.227 0.219 0.219 0 0.219
2015-06-01 0.22 0.226 0.216 0.216 0 0.216
2015-06-02 0.203 0.205 0.199 0.205 0 0.205
2015-06-03 0.202 0.209 0.2 0.209 0 0.209
2015-06-04 0.205 0.214 0.203 0.207 0 0.207
2015-06-05 0.206 0.213 0.205 0.212 0 0.212
2015-06-08 0.208 0.208 0.205 0.205 0 0.205
2015-06-09 0.204 0.215 0.204 0.208 0 0.208
2015-06-10 0.213 0.217 0.206 0.207 0 0.207
2015-06-11 0.207 0.216 0.206 0.206 0 0.206
2015-06-12 0.21 0.217 0.208 0.217 0 0.217
2015-06-15 0.21 0.214 0.205 0.214 0 0.214
2015-06-16 0.214 0.214 0.213 0.214 0 0.214
2015-06-17 0.209 0.23 0.209 0.23 0 0.23
2015-06-18 0.208 0.208 0.208 0.208 0 0.208
2015-06-19 0.209 0.209 0.209 0.209 0 0.209
2015-06-22 0.205 0.205 0.205 0.205 0 0.205
2015-06-23 0.207 0.207 0.207 0.207 0 0.207
2015-06-24 0.207 0.207 0.207 0.207 0 0.207
2015-06-25 0.211 0.211 0.211 0.211 0 0.211
2015-06-26 0.202 0.202 0.202 0.202 0 0.202
2015-06-29 0.205 0.205 0.205 0.205 0 0.205
2015-06-30 0.205 0.205 0.205 0.205 0 0.205
2015-07-01 0.234 0.234 0.234 0.234 0 0.234
2015-07-02 0.236 0.236 0.236 0.236 0 0.236
2015-07-03 0.21 0.21 0.21 0.21 0 0.21
2015-07-06 0.211 0.211 0.211 0.211 0 0.211
2015-07-07 0.218 0.218 0.218 0.218 0 0.218
2015-07-08 0.219 0.219 0.219 0.219 0 0.219
2015-07-09 0.217 0.217 0.217 0.217 0 0.217
2015-07-10 0.217 0.217 0.217 0.217 0 0.217
2015-07-13 0.252 0.252 0.252 0.252 0 0.252
2015-07-14 0.24 0.24 0.24 0.24 0 0.24
2015-07-15 0.25 0.25 0.25 0.25 0 0.25
2015-07-16 0.275 0.275 0.264 0.264 0 0.264
2015-07-17 0.331 0.331 0.331 0.331 0 0.331
2015-07-20 0.345 0.345 0.345 0.345 0 0.345
2015-07-21 0.325 0.325 0.325 0.325 0 0.325
2015-07-22 0.305 0.305 0.305 0.305 0 0.305
2015-07-23 0.32 0.32 0.32 0.32 0 0.32
2015-07-24 0.329 0.329 0.329 0.329 0 0.329
2015-07-27 0.335 0.335 0.335 0.335 0 0.335
2015-07-28 0.33 0.33 0.33 0.33 0 0.33
2015-07-29 0.319 0.352 0.319 0.352 14000 0.352
2015-07-30 0.31 0.31 0.31 0.31 0 0.31
2015-07-31 0.311 0.311 0.311 0.311 0 0.311
2015-08-03 0.337 0.337 0.32 0.32 0 0.32
2015-08-04 0.32 0.32 0.32 0.32 0 0.32
2015-08-05 0.32 0.32 0.32 0.32 0 0.32
2015-08-06 0.32 0.32 0.32 0.32 0 0.32
2015-08-07 0.32 0.32 0.32 0.32 0 0.32
2015-08-10 0.32 0.32 0.32 0.32 0 0.32
2015-08-11 0.32 0.32 0.298 0.298 10000 0.298
2015-08-12 0.249 0.249 0.249 0.249 0 0.249
2015-08-13 0.24 0.24 0.24 0.24 0 0.24
2015-08-14 0.26 0.26 0.26 0.26 0 0.26
2015-08-17 0.248 0.248 0.248 0.248 0 0.248
2015-08-18 0.259 0.259 0.259 0.259 0 0.259
2015-08-19 0.254 0.254 0.254 0.254 0 0.254
2015-08-20 0.243 0.243 0.243 0.243 0 0.243
2015-08-21 0.241 0.241 0.241 0.241 0 0.241
2015-08-24 0.245 0.245 0.245 0.245 0 0.245
2015-08-25 0.243 0.243 0.243 0.243 0 0.243
2015-08-26 0.253 0.253 0.253 0.253 0 0.253
2015-08-27 0.252 0.252 0.252 0.252 0 0.252
2015-08-28 0.26 0.26 0.26 0.26 0 0.26
2015-08-31 0.26 0.26 0.26 0.26 0 0.26
2015-09-01 0.278 0.278 0.278 0.278 0 0.278
2015-09-02 0.277 0.277 0.277 0.277 0 0.277
2015-09-03 0.28 0.28 0.28 0.28 0 0.28
2015-09-04 0.28 0.28 0.28 0.28 0 0.28
2015-09-07 0.279 0.279 0.279 0.279 0 0.279
2015-09-08 0.277 0.277 0.277 0.277 0 0.277
2015-09-09 0.287 0.287 0.287 0.287 0 0.287
2015-09-10 0.302 0.302 0.302 0.302 0 0.302
2015-09-11 0.31 0.31 0.31 0.31 0 0.31
2015-09-14 0.31 0.31 0.31 0.31 0 0.31
2015-09-15 0.31 0.31 0.31 0.31 0 0.31
2015-09-16 0.28 0.28 0.28 0.28 0 0.28
2015-09-17 0.28 0.28 0.28 0.28 0 0.28
2015-09-18 0.255 0.255 0.255 0.255 0 0.255
2015-09-21 0.248 0.248 0.248 0.248 0 0.248
2015-09-22 0.242 0.242 0.242 0.242 0 0.242
2015-09-23 0.243 0.243 0.243 0.243 0 0.243
2015-09-24 0.251 0.251 0.251 0.251 0 0.251
2015-09-25 0.242 0.242 0.242 0.242 0 0.242
2015-09-28 0.236 0.236 0.236 0.236 0 0.236
2015-09-29 0.232 0.232 0.232 0.232 0 0.232
2015-09-30 0.228 0.228 0.228 0.228 0 0.228
2015-10-01 0.238 0.238 0.238 0.238 0 0.238
2015-10-02 0.244 0.244 0.244 0.244 0 0.244
2015-10-05 0.224 0.224 0.224 0.224 0 0.224
2015-10-06 0.229 0.229 0.229 0.229 0 0.229
2015-10-07 0.227 0.227 0.227 0.227 0 0.227
2015-10-08 0.239 0.239 0.239 0.239 0 0.239
2015-10-09 0.236 0.236 0.236 0.236 0 0.236
2015-10-12 0.23 0.23 0.23 0.23 0 0.23
2015-10-13 0.229 0.229 0.229 0.229 0 0.229
2015-10-14 0.222 0.222 0.222 0.222 0 0.222
2015-10-15 0.219 0.219 0.219 0.219 0 0.219
2015-10-16 0.223 0.223 0.223 0.223 0 0.223
2015-10-19 0.238 0.238 0.238 0.238 0 0.238
2015-10-20 0.239 0.239 0.239 0.239 0 0.239
2015-10-21 0.238 0.238 0.238 0.238 0 0.238
2015-10-22 0.235 0.235 0.235 0.235 0 0.235
2015-10-23 0.23 0.23 0.23 0.23 0 0.23
2015-10-26 0.212 0.219 0.191 0.191 24000 0.191
2015-10-27 0.199 0.2 0.199 0.199 4000 0.199
2015-10-28 0.199 0.199 0.199 0.199 0 0.199
2015-10-29 0.199 0.199 0.199 0.199 0 0.199
2015-10-30 0.199 0.199 0.195 0.195 0 0.195
