"Date" "Mid Price"
3/10/2014 190.0706
3/7/2014 191.7198
3/6/2014 190.8173
3/5/2014 190.1879
3/4/2014 192.2822
3/3/2014 193.5336
2/28/2014 190.434
2/27/2014 189.6782
2/26/2014 190.4329
2/25/2014 190.265
2/24/2014 191.2755
2/21/2014 190.7966
2/20/2014 191.3535
2/19/2014 191.5284
2/18/2014 190.4776
2/14/2014 187.6253
2/13/2014 186.9943
2/12/2014 186.4824
2/11/2014 186.0442
2/10/2014 185.3932
2/7/2014 186.0006
2/6/2014 183.4045
2/5/2014 182.4994
2/4/2014 182.1518
2/3/2014 180.9628
1/31/2014 181.8824
1/30/2014 183.1637
1/29/2014 183.2442
1/28/2014 182.3656
1/27/2014 180.7303
1/24/2014 182.6458
1/23/2014 182.2744
1/22/2014 182.1704
1/21/2014 180.1734
1/17/2014 179.9243
1/16/2014 179.3067
1/15/2014 179.6808
1/14/2014 178.3494
1/13/2014 178.1597
1/10/2014 178.4352
1/9/2014 177.1891
1/8/2014 178.6051
1/7/2014 179.9183
1/6/2014 179.5387
1/3/2014 179.7128
1/2/2014 181.4505
12/31/2013 184.9382
12/30/2013 185.962
12/27/2013 187.3895
12/26/2013 186.5403
12/24/2013 186.3285
12/23/2013 185.9115
12/20/2013 186.3468
12/19/2013 184.8554
12/18/2013 183.6498
12/17/2013 182.5994
12/16/2013 183.5049
12/13/2013 182.3961
12/12/2013 183.2119
12/11/2013 184.2745
12/10/2013 184.2937
12/9/2013 183.8302
12/6/2013 184.887
12/5/2013 184.3501
12/4/2013 184.8475
12/3/2013 184.249
12/2/2013 182.4103
11/29/2013 181.413
11/27/2013 181.6013
11/26/2013 182.0806
11/25/2013 182.1344
11/22/2013 182.6584
11/21/2013 182.0318
11/20/2013 179.6778
11/19/2013 178.9424
11/18/2013 179.6084
11/15/2013 180.4763
11/14/2013 180.4415
11/13/2013 179.5362
11/12/2013 178.372
11/8/2013 178.8655
11/7/2013 177.6307
11/6/2013 179.0934
11/5/2013 178.2423
11/4/2013 179.3687
11/1/2013 179.8216
10/31/2013 182.8432
10/30/2013 184.2189
10/29/2013 184.3547
10/28/2013 184.949
10/25/2013 183.3823
10/24/2013 182.937
10/23/2013 183.2505
10/22/2013 185.8181
10/21/2013 186.4525
10/18/2013 187.5707
10/17/2013 186.4963
10/16/2013 188.3494
10/15/2013 186.9127
10/11/2013 187.5213
10/10/2013 188.5262
10/9/2013 185.9298
10/8/2013 187.97
10/7/2013 187.2108
10/4/2013 186.8405
10/3/2013 186.3505
10/2/2013 186.7724
10/1/2013 184.5316
9/30/2013 185.3836
9/27/2013 186.5524
9/26/2013 186.7399
9/25/2013 185.8
9/24/2013 185.4393
9/23/2013 185.6832
9/20/2013 187.2084
9/19/2013 188.5701
9/18/2013 189.3469
9/17/2013 186.5257
9/16/2013 188.8386
9/13/2013 190.5479
9/12/2013 191.0721
9/11/2013 189.5422
9/10/2013 189.2823
9/9/2013 191.9855
9/6/2013 193.8253
9/5/2013 191.8444
9/4/2013 191.5489
9/3/2013 192.8764
8/30/2013 191.8224
8/29/2013 193.7004
8/28/2013 195.1943
8/27/2013 193.5464
8/26/2013 189.9567
8/23/2013 189.5874
8/22/2013 187.8049
8/21/2013 187.5168
8/20/2013 188.4344
8/19/2013 189.6247
8/16/2013 189.7421
8/15/2013 189.4313
8/14/2013 187.9192
8/13/2013 187.204
8/12/2013 186.352
8/9/2013 184.8817
8/8/2013 182.7898
8/7/2013 183.1783
8/6/2013 184.4085
8/5/2013 185.8074
8/2/2013 186.6787
8/1/2013 187.7886
7/31/2013 185.4274
7/30/2013 183.5269
7/29/2013 184.8005
7/26/2013 184.8969
7/25/2013 186.0204
7/24/2013 186.4316
7/23/2013 188.3257
7/22/2013 188.269
7/19/2013 188.9173
7/18/2013 189.0299
7/17/2013 187.7531
7/16/2013 187.5633
7/15/2013 187.1014
7/12/2013 187.1662
7/11/2013 186.1145
7/10/2013 186.6655
7/9/2013 184.6315
